k,covered,hallucinations,recall,precision,F1,F0_5,F2
29,28,1,0.3684210526315789,0.9655172413793104,0.5333333333333333,0.7291666666666667,0.4204204204204204
30,29,1,0.3815789473684211,0.9666666666666667,0.5471698113207547,0.7397959183673469,0.43413173652694614
31,30,1,0.39473684210526316,0.967741935483871,0.5607476635514018,0.75,0.4477611940298508
32,31,1,0.40789473684210525,0.96875,0.5740740740740741,0.7598039215686274,0.4613095238095238
33,32,1,0.42105263157894735,0.9696969696969697,0.5871559633027523,0.7692307692307692,0.47477744807121663
34,33,1,0.4342105263157895,0.9705882352941176,0.6000000000000001,0.7783018867924528,0.4881656804733727
35,34,1,0.4473684210526316,0.9714285714285714,0.6126126126126126,0.787037037037037,0.5014749262536873
36,34,2,0.4473684210526316,0.9444444444444444,0.6071428571428572,0.7727272727272728,0.5
37,35,2,0.4605263157894737,0.9459459459459459,0.6194690265486725,0.78125,0.5131964809384164
38,36,2,0.47368421052631576,0.9473684210526315,0.631578947368421,0.7894736842105263,0.5263157894736843
39,37,2,0.4868421052631579,0.9487179487179487,0.6434782608695652,0.7974137931034483,0.5393586005830905
40,38,2,0.5,0.95,0.6551724137931034,0.8050847457627118,0.5523255813953488
41,39,2,0.5131578947368421,0.9512195121951219,0.6666666666666667,0.8125,0.5652173913043478
42,40,2,0.5263157894736842,0.9523809523809523,0.6779661016949152,0.819672131147541,0.5780346820809249
43,41,2,0.5394736842105263,0.9534883720930233,0.6890756302521007,0.8266129032258065,0.590778097982709
44,41,3,0.5394736842105263,0.9318181818181818,0.6833333333333332,0.8134920634920635,0.589080459770115
45,41,4,0.5394736842105263,0.9111111111111111,0.6776859504132231,0.8007812500000001,0.5873925501432665
46,42,4,0.5526315789473685,0.9130434782608695,0.6885245901639344,0.8076923076923077,0.6000000000000001
47,43,4,0.5657894736842105,0.9148936170212766,0.6991869918699187,0.8143939393939393,0.6125356125356125
48,44,4,0.5789473684210527,0.9166666666666666,0.7096774193548387,0.8208955223880597,0.625
49,45,4,0.5921052631578947,0.9183673469387755,0.72,0.8272058823529412,0.6373937677053824
50,45,5,0.5921052631578947,0.9,0.7142857142857143,0.8152173913043478,0.6355932203389829
51,46,5,0.6052631578947368,0.9019607843137255,0.7244094488188977,0.8214285714285714,0.647887323943662
52,47,5,0.618421052631579,0.9038461538461539,0.734375,0.8274647887323944,0.6601123595505618
53,47,6,0.618421052631579,0.8867924528301887,0.7286821705426356,0.8159722222222223,0.658263305322129
54,47,7,0.618421052631579,0.8703703703703703,0.723076923076923,0.8047945205479452,0.6564245810055865
55,47,8,0.618421052631579,0.8545454545454545,0.7175572519083969,0.7939189189189189,0.6545961002785516
56,47,9,0.618421052631579,0.8392857142857143,0.7121212121212123,0.7833333333333332,0.6527777777777777
57,47,10,0.618421052631579,0.8245614035087719,0.7067669172932332,0.7730263157894737,0.6509695290858725
58,48,10,0.631578947368421,0.8275862068965517,0.716417910447761,0.7792207792207793,0.6629834254143646
59,48,11,0.631578947368421,0.8135593220338984,0.7111111111111111,0.7692307692307693,0.6611570247933883
60,49,11,0.6447368421052632,0.8166666666666667,0.7205882352941178,0.7753164556962024,0.673076923076923
61,49,12,0.6447368421052632,0.8032786885245902,0.7153284671532848,0.7656249999999999,0.6712328767123287
62,49,13,0.6447368421052632,0.7903225806451613,0.7101449275362319,0.7561728395061728,0.6693989071038251
63,49,14,0.6447368421052632,0.7777777777777778,0.7050359712230216,0.7469512195121952,0.667574931880109
64,49,15,0.6447368421052632,0.765625,0.7,0.7379518072289157,0.6657608695652174
65,49,16,0.6447368421052632,0.7538461538461538,0.6950354609929077,0.7291666666666666,0.6639566395663956
66,50,16,0.6578947368421053,0.7575757575757576,0.704225352112676,0.7352941176470588,0.6756756756756758
67,50,17,0.6578947368421053,0.746268656716418,0.6993006993006994,0.7267441860465117,0.6738544474393532
68,50,18,0.6578947368421053,0.7352941176470589,0.6944444444444445,0.7183908045977011,0.6720430107526881
69,50,19,0.6578947368421053,0.7246376811594203,0.689655172413793,0.7102272727272727,0.6702412868632708
70,50,20,0.6578947368421053,0.7142857142857143,0.684931506849315,0.702247191011236,0.6684491978609626
71,50,21,0.6578947368421053,0.704225352112676,0.6802721088435374,0.6944444444444444,0.6666666666666667
72,50,22,0.6578947368421053,0.6944444444444444,0.6756756756756757,0.6868131868131868,0.6648936170212766
73,50,23,0.6578947368421053,0.684931506849315,0.6711409395973155,0.6793478260869565,0.6631299734748012
74,50,24,0.6578947368421053,0.6756756756756757,0.6666666666666667,0.6720430107526882,0.6613756613756614
75,51,24,0.6710526315789473,0.68,0.6754966887417219,0.6781914893617021,0.6728232189973615
76,52,24,0.6842105263157895,0.6842105263157895,0.6842105263157895,0.6842105263157895,0.6842105263157895
77,52,25,0.6842105263157895,0.6753246753246753,0.6797385620915033,0.6770833333333333,0.6824146981627296
78,52,26,0.6842105263157895,0.6666666666666666,0.6753246753246753,0.6701030927835052,0.680628272251309
79,52,27,0.6842105263157895,0.6582278481012658,0.6709677419354839,0.6632653061224489,0.6788511749347259
80,53,27,0.6973684210526315,0.6625,0.6794871794871794,0.6691919191919192,0.6901041666666667
81,53,28,0.6973684210526315,0.654320987654321,0.6751592356687897,0.6625000000000001,0.6883116883116883
82,53,29,0.6973684210526315,0.6463414634146342,0.6708860759493671,0.655940594059406,0.6865284974093264
83,53,30,0.6973684210526315,0.6385542168674698,0.6666666666666666,0.6495098039215685,0.6847545219638242
84,53,31,0.6973684210526315,0.6309523809523809,0.6625,0.6432038834951456,0.6829896907216495
85,53,32,0.6973684210526315,0.6235294117647059,0.6583850931677019,0.6370192307692308,0.6812339331619538
86,53,33,0.6973684210526315,0.6162790697674418,0.6543209876543209,0.6309523809523809,0.6794871794871794
87,53,34,0.6973684210526315,0.6091954022988506,0.6503067484662576,0.6250000000000001,0.6777493606138107
88,53,35,0.6973684210526315,0.6022727272727273,0.6463414634146342,0.619158878504673,0.6760204081632654
89,53,36,0.6973684210526315,0.5955056179775281,0.6424242424242425,0.6134259259259259,0.6743002544529262
90,53,37,0.6973684210526315,0.5888888888888889,0.6385542168674698,0.6077981651376148,0.6725888324873097
91,54,37,0.7105263157894737,0.5934065934065934,0.6467065868263474,0.6136363636363636,0.6835443037974683
92,54,38,0.7105263157894737,0.5869565217391305,0.6428571428571428,0.6081081081081081,0.6818181818181818
93,55,38,0.7236842105263158,0.5913978494623656,0.650887573964497,0.6138392857142858,0.6926952141057935
94,55,39,0.7236842105263158,0.5851063829787234,0.6470588235294118,0.6084070796460177,0.6909547738693467
95,55,40,0.7236842105263158,0.5789473684210527,0.6432748538011696,0.6030701754385965,0.6892230576441103
96,55,41,0.7236842105263158,0.5729166666666666,0.6395348837209303,0.5978260869565217,0.6875
97,55,42,0.7236842105263158,0.5670103092783505,0.6358381502890174,0.5926724137931034,0.685785536159601
98,56,42,0.7368421052631579,0.5714285714285714,0.6436781609195403,0.5982905982905982,0.6965174129353232
99,56,43,0.7368421052631579,0.5656565656565656,0.64,0.5932203389830508,0.694789081885856
100,56,44,0.7368421052631579,0.56,0.6363636363636364,0.5882352941176471,0.693069306930693
101,56,45,0.7368421052631579,0.5544554455445545,0.6327683615819208,0.5833333333333334,0.691358024691358
102,56,46,0.7368421052631579,0.5490196078431373,0.6292134831460675,0.5785123966942148,0.689655172413793
103,56,47,0.7368421052631579,0.5436893203883495,0.6256983240223464,0.5737704918032785,0.6879606879606879
104,56,48,0.7368421052631579,0.5384615384615384,0.6222222222222222,0.5691056910569106,0.6862745098039215
105,56,49,0.7368421052631579,0.5333333333333333,0.6187845303867403,0.5645161290322581,0.6845965770171148
106,56,50,0.7368421052631579,0.5283018867924528,0.6153846153846154,0.5599999999999999,0.6829268292682926
107,56,51,0.7368421052631579,0.5233644859813084,0.6120218579234972,0.5555555555555555,0.681265206812652
108,56,52,0.7368421052631579,0.5185185185185185,0.6086956521739131,0.5511811023622047,0.6796116504854368
109,56,53,0.7368421052631579,0.5137614678899083,0.6054054054054054,0.546875,0.6779661016949152
110,56,54,0.7368421052631579,0.509090909090909,0.6021505376344085,0.5426356589147285,0.6763285024154588
111,56,55,0.7368421052631579,0.5045045045045045,0.5989304812834224,0.5384615384615384,0.6746987951807228
112,56,56,0.7368421052631579,0.5,0.5957446808510638,0.5343511450381679,0.673076923076923
113,56,57,0.7368421052631579,0.49557522123893805,0.5925925925925926,0.5303030303030303,0.6714628297362109
114,56,58,0.7368421052631579,0.49122807017543857,0.5894736842105264,0.5263157894736841,0.6698564593301434
115,56,59,0.7368421052631579,0.48695652173913045,0.5863874345549739,0.5223880597014926,0.6682577565632458
116,56,60,0.7368421052631579,0.4827586206896552,0.5833333333333334,0.5185185185185185,0.6666666666666666
117,57,60,0.75,0.48717948717948717,0.5906735751295337,0.5238970588235293,0.6769596199524939
118,58,60,0.7631578947368421,0.4915254237288136,0.597938144329897,0.5291970802919708,0.6872037914691943
119,58,61,0.7631578947368421,0.48739495798319327,0.594871794871795,0.5253623188405797,0.6855791962174941
120,58,62,0.7631578947368421,0.48333333333333334,0.5918367346938777,0.5215827338129496,0.6839622641509434
121,59,62,0.7763157894736842,0.48760330578512395,0.598984771573604,0.5267857142857143,0.6941176470588235
122,59,63,0.7763157894736842,0.48360655737704916,0.5959595959595959,0.5230496453900709,0.6924882629107981
123,60,63,0.7894736842105263,0.4878048780487805,0.6030150753768844,0.528169014084507,0.7025761124121779
124,60,64,0.7894736842105263,0.4838709677419355,0.6,0.5244755244755245,0.7009345794392523
125,60,65,0.7894736842105263,0.48,0.5970149253731344,0.5208333333333333,0.6993006993006993
126,60,66,0.7894736842105263,0.47619047619047616,0.594059405940594,0.5172413793103449,0.6976744186046513
127,60,67,0.7894736842105263,0.47244094488188976,0.5911330049261084,0.5136986301369862,0.6960556844547564
128,60,68,0.7894736842105263,0.46875,0.5882352941176471,0.5102040816326531,0.6944444444444444
129,60,69,0.7894736842105263,0.46511627906976744,0.5853658536585366,0.5067567567567568,0.6928406466512702
130,60,70,0.7894736842105263,0.46153846153846156,0.5825242718446603,0.5033557046979866,0.6912442396313365
131,60,71,0.7894736842105263,0.4580152671755725,0.5797101449275361,0.5,0.6896551724137931
132,61,71,0.8026315789473685,0.4621212121212121,0.5865384615384616,0.5049668874172185,0.6995412844036698
133,62,71,0.8157894736842105,0.46616541353383456,0.5933014354066986,0.5098684210526315,0.7093821510297482
134,62,72,0.8157894736842105,0.4626865671641791,0.5904761904761905,0.5065359477124184,0.7077625570776256
135,63,72,0.8289473684210527,0.4666666666666667,0.5971563981042654,0.5113636363636364,0.7175398633257404
136,63,73,0.8289473684210527,0.4632352941176471,0.5943396226415094,0.5080645161290324,0.715909090909091
137,63,74,0.8289473684210527,0.45985401459854014,0.5915492957746479,0.5048076923076923,0.7142857142857143
138,63,75,0.8289473684210527,0.45652173913043476,0.5887850467289719,0.501592356687898,0.7126696832579186
139,63,76,0.8289473684210527,0.45323741007194246,0.586046511627907,0.4984177215189874,0.7110609480812642
140,63,77,0.8289473684210527,0.45,0.5833333333333334,0.49528301886792453,0.7094594594594594
141,63,78,0.8289473684210527,0.44680851063829785,0.5806451612903226,0.49218749999999994,0.7078651685393258
142,63,79,0.8289473684210527,0.44366197183098594,0.5779816513761468,0.48913043478260865,0.7062780269058296
143,63,80,0.8289473684210527,0.4405594405594406,0.5753424657534246,0.48611111111111116,0.7046979865771813
144,63,81,0.8289473684210527,0.4375,0.5727272727272726,0.4831288343558282,0.703125
145,63,82,0.8289473684210527,0.43448275862068964,0.5701357466063348,0.4801829268292683,0.7015590200445435
146,63,83,0.8289473684210527,0.4315068493150685,0.5675675675675675,0.47727272727272724,0.7
147,63,84,0.8289473684210527,0.42857142857142855,0.5650224215246636,0.4743975903614458,0.6984478935698449
148,63,85,0.8289473684210527,0.42567567567567566,0.5625,0.4715568862275449,0.6969026548672566
149,63,86,0.8289473684210527,0.4228187919463087,0.56,0.46874999999999994,0.6953642384105959
150,63,87,0.8289473684210527,0.42,0.5575221238938053,0.4659763313609468,0.6938325991189427
151,63,88,0.8289473684210527,0.41721854304635764,0.5550660792951542,0.46323529411764713,0.6923076923076924
152,63,89,0.8289473684210527,0.4144736842105263,0.5526315789473685,0.46052631578947373,0.6907894736842106
153,63,90,0.8289473684210527,0.4117647058823529,0.5502183406113538,0.4578488372093023,0.6892778993435449
154,63,91,0.8289473684210527,0.4090909090909091,0.5478260869565218,0.4552023121387283,0.6877729257641921
155,64,91,0.8421052631578947,0.4129032258064516,0.5541125541125541,0.4597701149425287,0.6971677559912853
156,64,92,0.8421052631578947,0.41025641025641024,0.5517241379310346,0.4571428571428571,0.6956521739130433
157,64,93,0.8421052631578947,0.40764331210191085,0.5493562231759658,0.4545454545454546,0.6941431670281996
158,64,94,0.8421052631578947,0.4050632911392405,0.547008547008547,0.45197740112994356,0.6926406926406927
159,64,95,0.8421052631578947,0.4025157232704403,0.5446808510638299,0.449438202247191,0.6911447084233261
160,65,95,0.8552631578947368,0.40625,0.5508474576271187,0.4539106145251397,0.7004310344827587
161,65,96,0.8552631578947368,0.40372670807453415,0.5485232067510548,0.4513888888888888,0.6989247311827956
162,65,97,0.8552631578947368,0.4012345679012346,0.546218487394958,0.4488950276243094,0.6974248927038628
163,65,98,0.8552631578947368,0.3987730061349693,0.5439330543933054,0.4464285714285714,0.6959314775160599
164,65,99,0.8552631578947368,0.39634146341463417,0.5416666666666666,0.4439890710382514,0.6944444444444445
165,65,100,0.8552631578947368,0.3939393939393939,0.5394190871369294,0.44157608695652173,0.6929637526652452
166,65,101,0.8552631578947368,0.39156626506024095,0.5371900826446282,0.4391891891891892,0.6914893617021277
167,65,102,0.8552631578947368,0.38922155688622756,0.5349794238683128,0.43682795698924737,0.6900212314225054
168,66,102,0.868421052631579,0.39285714285714285,0.5409836065573771,0.4411764705882353,0.6991525423728814
169,67,102,0.881578947368421,0.39644970414201186,0.5469387755102041,0.4454787234042553,0.708245243128964
170,68,102,0.8947368421052632,0.4,0.5528455284552846,0.44973544973544977,0.7172995780590716
171,69,102,0.9078947368421053,0.40350877192982454,0.5587044534412956,0.45394736842105265,0.7263157894736844
172,69,103,0.9078947368421053,0.4011627906976744,0.5564516129032258,0.45157068062827227,0.7247899159663865
173,69,104,0.9078947368421053,0.3988439306358382,0.5542168674698795,0.44921875000000006,0.7232704402515724
174,69,105,0.9078947368421053,0.39655172413793105,0.5519999999999999,0.44689119170984465,0.7217573221757323
175,69,106,0.9078947368421053,0.3942857142857143,0.549800796812749,0.4445876288659794,0.720250521920668
176,69,107,0.9078947368421053,0.39204545454545453,0.5476190476190476,0.4423076923076924,0.71875
177,69,108,0.9078947368421053,0.3898305084745763,0.5454545454545455,0.4400510204081633,0.7172557172557172
178,69,109,0.9078947368421053,0.38764044943820225,0.5433070866141733,0.43781725888324874,0.7157676348547719
179,69,110,0.9078947368421053,0.3854748603351955,0.5411764705882354,0.43560606060606055,0.7142857142857142
180,69,111,0.9078947368421053,0.38333333333333336,0.5390625000000001,0.43341708542713564,0.712809917355372
181,70,111,0.9210526315789473,0.3867403314917127,0.5447470817120622,0.43750000000000006,0.7216494845360826
182,71,111,0.9342105263157895,0.3901098901098901,0.5503875968992248,0.4415422885572139,0.7304526748971193
183,72,111,0.9473684210526315,0.39344262295081966,0.555984555984556,0.4455445544554455,0.7392197125256673
184,73,111,0.9605263157894737,0.3967391304347826,0.5615384615384615,0.4495073891625616,0.7479508196721312
185,74,111,0.9736842105263158,0.4,0.5670498084291188,0.4534313725490196,0.7566462167689161
186,75,111,0.9868421052631579,0.4032258064516129,0.5725190839694656,0.4573170731707317,0.7653061224489796
187,76,111,1.0,0.40641711229946526,0.5779467680608364,0.4611650485436894,0.7739307535641547
