k,covered,hallucinations,recall,precision,F1,F0_5,F2
29,27,2,0.35526315789473684,0.9310344827586207,0.5142857142857142,0.703125,0.4054054054054054
30,28,2,0.3684210526315789,0.9333333333333333,0.5283018867924527,0.7142857142857143,0.4191616766467066
31,29,2,0.3815789473684211,0.9354838709677419,0.5420560747663552,0.725,0.4328358208955224
32,29,3,0.3815789473684211,0.90625,0.5370370370370371,0.7107843137254902,0.43154761904761907
33,30,3,0.39473684210526316,0.9090909090909091,0.5504587155963303,0.7211538461538461,0.44510385756676557
34,31,3,0.40789473684210525,0.9117647058823529,0.5636363636363636,0.731132075471698,0.45857988165680474
35,32,3,0.42105263157894735,0.9142857142857143,0.5765765765765766,0.7407407407407408,0.471976401179941
36,33,3,0.4342105263157895,0.9166666666666666,0.5892857142857143,0.75,0.48529411764705876
37,34,3,0.4473684210526316,0.918918918918919,0.6017699115044248,0.7589285714285714,0.49853372434017595
38,35,3,0.4605263157894737,0.9210526315789473,0.6140350877192983,0.7675438596491226,0.5116959064327484
39,35,4,0.4605263157894737,0.8974358974358975,0.608695652173913,0.7543103448275863,0.5102040816326531
40,35,5,0.4605263157894737,0.875,0.603448275862069,0.7415254237288136,0.5087209302325582
41,35,6,0.4605263157894737,0.8536585365853658,0.5982905982905983,0.7291666666666667,0.5072463768115942
42,35,7,0.4605263157894737,0.8333333333333334,0.5932203389830509,0.7172131147540984,0.5057803468208092
43,35,8,0.4605263157894737,0.813953488372093,0.5882352941176471,0.7056451612903226,0.5043227665706052
44,35,9,0.4605263157894737,0.7954545454545454,0.5833333333333334,0.6944444444444444,0.5028735632183908
45,35,10,0.4605263157894737,0.7777777777777778,0.5785123966942148,0.68359375,0.5014326647564469
46,36,10,0.47368421052631576,0.782608695652174,0.5901639344262294,0.6923076923076923,0.5142857142857142
47,37,10,0.4868421052631579,0.7872340425531915,0.6016260162601627,0.7007575757575757,0.527065527065527
48,38,10,0.5,0.7916666666666666,0.6129032258064516,0.708955223880597,0.5397727272727273
49,38,11,0.5,0.7755102040816326,0.608,0.6985294117647058,0.5382436260623229
50,39,11,0.5131578947368421,0.78,0.6190476190476191,0.7065217391304349,0.5508474576271187
51,39,12,0.5131578947368421,0.7647058823529411,0.6141732283464567,0.6964285714285714,0.5492957746478874
52,39,13,0.5131578947368421,0.75,0.6093750000000001,0.6866197183098591,0.5477528089887641
53,39,14,0.5131578947368421,0.7358490566037735,0.6046511627906977,0.6770833333333333,0.546218487394958
54,39,15,0.5131578947368421,0.7222222222222222,0.6000000000000001,0.6678082191780822,0.5446927374301677
55,39,16,0.5131578947368421,0.7090909090909091,0.5954198473282444,0.6587837837837839,0.5431754874651811
56,40,16,0.5263157894736842,0.7142857142857143,0.6060606060606061,0.6666666666666666,0.5555555555555556
57,41,16,0.5394736842105263,0.7192982456140351,0.6165413533834586,0.674342105263158,0.5678670360110804
58,42,16,0.5526315789473685,0.7241379310344828,0.6268656716417911,0.6818181818181818,0.580110497237569
59,42,17,0.5526315789473685,0.711864406779661,0.6222222222222223,0.673076923076923,0.5785123966942148
60,43,17,0.5657894736842105,0.7166666666666667,0.6323529411764706,0.680379746835443,0.5906593406593406
61,44,17,0.5789473684210527,0.7213114754098361,0.6423357664233578,0.6875,0.6027397260273972
62,45,17,0.5921052631578947,0.7258064516129032,0.6521739130434783,0.6944444444444444,0.6147540983606556
63,46,17,0.6052631578947368,0.7301587301587301,0.6618705035971223,0.7012195121951219,0.6267029972752044
64,47,17,0.618421052631579,0.734375,0.6714285714285715,0.7078313253012049,0.6385869565217392
65,48,17,0.631578947368421,0.7384615384615385,0.6808510638297872,0.7142857142857143,0.6504065040650405
66,48,18,0.631578947368421,0.7272727272727273,0.676056338028169,0.7058823529411764,0.6486486486486486
67,48,19,0.631578947368421,0.7164179104477612,0.6713286713286712,0.6976744186046512,0.6469002695417789
68,48,20,0.631578947368421,0.7058823529411765,0.6666666666666667,0.6896551724137931,0.6451612903225806
69,48,21,0.631578947368421,0.6956521739130435,0.6620689655172414,0.6818181818181819,0.6434316353887399
70,48,22,0.631578947368421,0.6857142857142857,0.6575342465753424,0.6741573033707865,0.641711229946524
71,48,23,0.631578947368421,0.676056338028169,0.6530612244897959,0.6666666666666666,0.6399999999999999
72,48,24,0.631578947368421,0.6666666666666666,0.6486486486486486,0.6593406593406593,0.6382978723404256
73,48,25,0.631578947368421,0.6575342465753424,0.6442953020134228,0.6521739130434783,0.636604774535809
74,48,26,0.631578947368421,0.6486486486486487,0.64,0.6451612903225807,0.6349206349206349
75,48,27,0.631578947368421,0.64,0.6357615894039735,0.6382978723404256,0.633245382585752
76,48,28,0.631578947368421,0.631578947368421,0.631578947368421,0.631578947368421,0.631578947368421
77,48,29,0.631578947368421,0.6233766233766234,0.6274509803921569,0.625,0.6299212598425197
78,48,30,0.631578947368421,0.6153846153846154,0.6233766233766234,0.6185567010309279,0.6282722513089004
79,48,31,0.631578947368421,0.6075949367088608,0.6193548387096774,0.6122448979591837,0.6266318537859008
80,49,31,0.6447368421052632,0.6125,0.6282051282051283,0.6186868686868686,0.6380208333333333
81,50,31,0.6578947368421053,0.6172839506172839,0.6369426751592356,0.625,0.6493506493506495
82,51,31,0.6710526315789473,0.6219512195121951,0.6455696202531646,0.6311881188118812,0.6606217616580311
83,52,31,0.6842105263157895,0.6265060240963856,0.6540880503144654,0.6372549019607843,0.6718346253229974
84,53,31,0.6973684210526315,0.6309523809523809,0.6625,0.6432038834951456,0.6829896907216495
85,53,32,0.6973684210526315,0.6235294117647059,0.6583850931677019,0.6370192307692308,0.6812339331619538
86,53,33,0.6973684210526315,0.6162790697674418,0.6543209876543209,0.6309523809523809,0.6794871794871794
87,53,34,0.6973684210526315,0.6091954022988506,0.6503067484662576,0.6250000000000001,0.6777493606138107
88,54,34,0.7105263157894737,0.6136363636363636,0.6585365853658537,0.6308411214953271,0.6887755102040817
89,54,35,0.7105263157894737,0.6067415730337079,0.6545454545454547,0.625,0.6870229007633587
90,54,36,0.7105263157894737,0.6,0.6506024096385543,0.6192660550458716,0.6852791878172589
91,54,37,0.7105263157894737,0.5934065934065934,0.6467065868263474,0.6136363636363636,0.6835443037974683
92,55,37,0.7236842105263158,0.5978260869565217,0.6547619047619048,0.6193693693693693,0.6944444444444443
93,55,38,0.7236842105263158,0.5913978494623656,0.650887573964497,0.6138392857142858,0.6926952141057935
94,55,39,0.7236842105263158,0.5851063829787234,0.6470588235294118,0.6084070796460177,0.6909547738693467
95,56,39,0.7368421052631579,0.5894736842105263,0.6549707602339181,0.6140350877192982,0.7017543859649122
96,56,40,0.7368421052631579,0.5833333333333334,0.6511627906976745,0.6086956521739131,0.7000000000000001
97,56,41,0.7368421052631579,0.5773195876288659,0.6473988439306358,0.6034482758620688,0.6982543640897755
98,57,41,0.75,0.5816326530612245,0.6551724137931033,0.608974358974359,0.7089552238805971
99,57,42,0.75,0.5757575757575758,0.6514285714285716,0.603813559322034,0.707196029776675
100,57,43,0.75,0.57,0.6477272727272728,0.5987394957983193,0.7054455445544554
101,57,44,0.75,0.5643564356435643,0.6440677966101693,0.59375,0.7037037037037037
102,57,45,0.75,0.5588235294117647,0.6404494382022472,0.5888429752066117,0.7019704433497537
103,57,46,0.75,0.5533980582524272,0.6368715083798883,0.5840163934426229,0.7002457002457003
104,57,47,0.75,0.5480769230769231,0.6333333333333334,0.5792682926829268,0.6985294117647058
105,57,48,0.75,0.5428571428571428,0.6298342541436465,0.5745967741935484,0.6968215158924206
106,57,49,0.75,0.5377358490566038,0.6263736263736264,0.57,0.6951219512195121
107,57,50,0.75,0.5327102803738317,0.6229508196721311,0.5654761904761905,0.6934306569343065
108,57,51,0.75,0.5277777777777778,0.6195652173913044,0.5610236220472441,0.6917475728155339
109,57,52,0.75,0.5229357798165137,0.6162162162162163,0.556640625,0.6900726392251817
110,57,53,0.75,0.5181818181818182,0.6129032258064517,0.5523255813953488,0.6884057971014492
111,57,54,0.75,0.5135135135135135,0.6096256684491977,0.548076923076923,0.6867469879518072
112,57,55,0.75,0.5089285714285714,0.6063829787234042,0.5438931297709924,0.6850961538461537
113,57,56,0.75,0.504424778761062,0.603174603174603,0.5397727272727273,0.683453237410072
114,57,57,0.75,0.5,0.6,0.5357142857142857,0.6818181818181818
115,58,57,0.7631578947368421,0.5043478260869565,0.6073298429319371,0.5410447761194029,0.6921241050119332
116,58,58,0.7631578947368421,0.5,0.6041666666666667,0.537037037037037,0.6904761904761905
117,58,59,0.7631578947368421,0.49572649572649574,0.6010362694300518,0.5330882352941176,0.6888361045130642
118,59,59,0.7763157894736842,0.5,0.6082474226804124,0.5383211678832117,0.6990521327014217
119,59,60,0.7763157894736842,0.4957983193277311,0.6051282051282052,0.5344202898550725,0.6973995271867612
120,59,61,0.7763157894736842,0.49166666666666664,0.6020408163265306,0.5305755395683452,0.6957547169811319
121,60,61,0.7894736842105263,0.49586776859504134,0.6091370558375635,0.5357142857142857,0.7058823529411765
122,60,62,0.7894736842105263,0.4918032786885246,0.6060606060606061,0.5319148936170213,0.7042253521126761
123,60,63,0.7894736842105263,0.4878048780487805,0.6030150753768844,0.528169014084507,0.7025761124121779
124,60,64,0.7894736842105263,0.4838709677419355,0.6,0.5244755244755245,0.7009345794392523
125,60,65,0.7894736842105263,0.48,0.5970149253731344,0.5208333333333333,0.6993006993006993
126,60,66,0.7894736842105263,0.47619047619047616,0.594059405940594,0.5172413793103449,0.6976744186046513
127,60,67,0.7894736842105263,0.47244094488188976,0.5911330049261084,0.5136986301369862,0.6960556844547564
128,60,68,0.7894736842105263,0.46875,0.5882352941176471,0.5102040816326531,0.6944444444444444
129,61,68,0.8026315789473685,0.4728682170542636,0.5951219512195122,0.5152027027027027,0.7043879907621249
130,61,69,0.8026315789473685,0.46923076923076923,0.5922330097087379,0.5117449664429531,0.7027649769585255
131,62,69,0.8157894736842105,0.4732824427480916,0.5990338164251208,0.5166666666666667,0.7126436781609196
132,63,69,0.8289473684210527,0.4772727272727273,0.6057692307692308,0.5215231788079471,0.7224770642201835
133,63,70,0.8289473684210527,0.47368421052631576,0.6028708133971291,0.5180921052631579,0.7208237986270022
134,63,71,0.8289473684210527,0.4701492537313433,0.6000000000000001,0.5147058823529412,0.7191780821917808
135,64,71,0.8421052631578947,0.4740740740740741,0.6066350710900474,0.5194805194805195,0.7289293849658314
136,64,72,0.8421052631578947,0.47058823529411764,0.6037735849056604,0.5161290322580645,0.7272727272727273
137,65,72,0.8552631578947368,0.4744525547445255,0.6103286384976525,0.5208333333333331,0.7369614512471654
138,65,73,0.8552631578947368,0.47101449275362317,0.6074766355140186,0.517515923566879,0.7352941176470589
139,65,74,0.8552631578947368,0.4676258992805755,0.6046511627906976,0.5142405063291138,0.7336343115124153
140,65,75,0.8552631578947368,0.4642857142857143,0.6018518518518519,0.5110062893081762,0.731981981981982
141,65,76,0.8552631578947368,0.46099290780141844,0.5990783410138248,0.5078125,0.7303370786516854
142,65,77,0.8552631578947368,0.45774647887323944,0.5963302752293578,0.5046583850931676,0.7286995515695066
143,65,78,0.8552631578947368,0.45454545454545453,0.5936073059360731,0.5015432098765431,0.7270693512304249
144,65,79,0.8552631578947368,0.4513888888888889,0.5909090909090908,0.4984662576687117,0.7254464285714286
145,65,80,0.8552631578947368,0.4482758620689655,0.5882352941176471,0.49542682926829257,0.7238307349665923
146,65,81,0.8552631578947368,0.4452054794520548,0.5855855855855855,0.4924242424242423,0.7222222222222222
147,65,82,0.8552631578947368,0.4421768707482993,0.5829596412556054,0.4894578313253012,0.720620842572062
148,65,83,0.8552631578947368,0.4391891891891892,0.5803571428571429,0.48652694610778446,0.7190265486725663
149,65,84,0.8552631578947368,0.436241610738255,0.5777777777777777,0.48363095238095244,0.717439293598234
150,66,84,0.868421052631579,0.44,0.5840707964601771,0.48816568047337283,0.7268722466960353
151,66,85,0.868421052631579,0.4370860927152318,0.5814977973568282,0.4852941176470589,0.7252747252747254
152,66,86,0.868421052631579,0.4342105263157895,0.5789473684210527,0.4824561403508772,0.7236842105263157
153,66,87,0.868421052631579,0.43137254901960786,0.5764192139737991,0.4796511627906977,0.7221006564551424
154,66,88,0.868421052631579,0.42857142857142855,0.5739130434782609,0.476878612716763,0.7205240174672489
155,66,89,0.868421052631579,0.4258064516129032,0.5714285714285714,0.47413793103448276,0.7189542483660132
156,66,90,0.868421052631579,0.4230769230769231,0.5689655172413792,0.4714285714285715,0.7173913043478262
157,66,91,0.868421052631579,0.42038216560509556,0.5665236051502145,0.46875,0.7158351409978307
158,66,92,0.868421052631579,0.4177215189873418,0.5641025641025641,0.46610169491525427,0.7142857142857144
159,66,93,0.868421052631579,0.41509433962264153,0.5617021276595745,0.46348314606741575,0.712742980561555
160,66,94,0.868421052631579,0.4125,0.5593220338983051,0.46089385474860334,0.7112068965517241
161,66,95,0.868421052631579,0.40993788819875776,0.5569620253164558,0.4583333333333333,0.7096774193548386
162,66,96,0.868421052631579,0.4074074074074074,0.5546218487394958,0.45580110497237564,0.7081545064377682
163,66,97,0.868421052631579,0.4049079754601227,0.5523012552301255,0.45329670329670324,0.7066381156316915
164,66,98,0.868421052631579,0.4024390243902439,0.5499999999999999,0.45081967213114754,0.7051282051282051
165,67,98,0.881578947368421,0.40606060606060607,0.5560165975103735,0.4551630434782608,0.7142857142857142
166,67,99,0.881578947368421,0.4036144578313253,0.5537190082644629,0.45270270270270274,0.7127659574468086
167,67,100,0.881578947368421,0.40119760479041916,0.551440329218107,0.45026881720430106,0.7112526539278131
168,67,101,0.881578947368421,0.39880952380952384,0.5491803278688524,0.44786096256684493,0.7097457627118644
169,67,102,0.881578947368421,0.39644970414201186,0.5469387755102041,0.4454787234042553,0.708245243128964
170,67,103,0.881578947368421,0.3941176470588235,0.5447154471544716,0.4431216931216931,0.7067510548523206
171,67,104,0.881578947368421,0.391812865497076,0.5425101214574899,0.4407894736842105,0.7052631578947368
172,68,104,0.8947368421052632,0.3953488372093023,0.5483870967741935,0.4450261780104712,0.7142857142857143
173,68,105,0.8947368421052632,0.3930635838150289,0.5461847389558232,0.4427083333333333,0.7127882599580713
174,68,106,0.8947368421052632,0.39080459770114945,0.5439999999999999,0.44041450777202074,0.7112970711297072
175,68,107,0.8947368421052632,0.38857142857142857,0.5418326693227092,0.4381443298969072,0.7098121085594989
176,68,108,0.8947368421052632,0.38636363636363635,0.5396825396825397,0.43589743589743585,0.7083333333333333
177,68,109,0.8947368421052632,0.384180790960452,0.5375494071146245,0.43367346938775514,0.7068607068607069
178,68,110,0.8947368421052632,0.38202247191011235,0.5354330708661418,0.4314720812182741,0.7053941908713693
179,68,111,0.8947368421052632,0.37988826815642457,0.5333333333333333,0.42929292929292934,0.7039337474120083
180,69,111,0.9078947368421053,0.38333333333333336,0.5390625000000001,0.43341708542713564,0.712809917355372
181,70,111,0.9210526315789473,0.3867403314917127,0.5447470817120622,0.43750000000000006,0.7216494845360826
182,71,111,0.9342105263157895,0.3901098901098901,0.5503875968992248,0.4415422885572139,0.7304526748971193
183,72,111,0.9473684210526315,0.39344262295081966,0.555984555984556,0.4455445544554455,0.7392197125256673
184,73,111,0.9605263157894737,0.3967391304347826,0.5615384615384615,0.4495073891625616,0.7479508196721312
185,74,111,0.9736842105263158,0.4,0.5670498084291188,0.4534313725490196,0.7566462167689161
186,75,111,0.9868421052631579,0.4032258064516129,0.5725190839694656,0.4573170731707317,0.7653061224489796
187,76,111,1.0,0.40641711229946526,0.5779467680608364,0.4611650485436894,0.7739307535641547
